"V1","V2"
-0.253433158653597,1.74147879876335
0.266693178430279,0.3712341020785
2.09646921174349,1.23336417257788
-0.0612727205045234,-0.208679132507905
2.7035408513268,0.596828323506115
2.37721198219787,-1.18641470384923
1.05690759440227,-0.683893937517459
0.578883539500997,-0.0683458017784068
0.624252127188094,0.598738390086286
1.67335495316395,-0.289315921722119
1.19936869234067,0.248408554753682
-0.302561095070758,0.945418958597202
0.0572723205731644,2.4197271457479
1.32932203024772,0.819225984741309
-0.0793842405212738,1.61380166597827
3.50792672672612,1.05298629743892
1.6139228994926,0.671737825311435
1.00753570231607,1.36830712305429
-0.454621406426687,1.08606972977247
-1.79801804757754,1.92978056103932
